"id","uid","name","shortname","longtitude","latitude","nhfrid","subcounty_uid","subcounty","district_uid","district","region","hflevel","ownership","authority","status","report"
"3315","vCYQZNTHjQY","Lubaga Division Field Survey Station 116","SG-KAMPA-116","","","9000000003315","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3316","DwScnJcg17z","Lubaga Division Field Survey Station 117","SG-KAMPA-117","","","9000000003316","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3317","DzD9A2xgiE9","Lubaga Division Field Survey Station 118","SG-KAMPA-118","","","9000000003317","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Subcounty Field Station","PFP","Private Authority","Functional","Reporting"
"3318","VTKCm7yEjdZ","Lubaga Division Field Survey Station 119","SG-KAMPA-119","","","9000000003318","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3319","pwLzIqpQvER","Lubaga Division Field Survey Station 120","SG-KAMPA-120","","","9000000003319","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3320","Uq2Nja5pPAI","Lubaga Division Field Survey Station 121","SG-KAMPA-121","","","9000000003320","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3321","HvqaLDHLzVz","Lubaga Division Field Survey Station 122","SG-KAMPA-122","32.539302","0.325158","9000000003321","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3322","rX5CK9bB18C","Lubaga Division Field Survey Station 123","SG-KAMPA-123","","","9000000003322","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3323","CEchmlv2Xdh","Lubaga Division Field Survey Station 124","SG-KAMPA-124","","","9000000003323","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3324","oeupHvcQnUg","Lubaga Division Field Survey Station 125","SG-KAMPA-125","32.563487","0.312707","9000000003324","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3325","vzDOHutDfxL","Lubaga Division Field Survey Station 126","SG-KAMPA-126","","","9000000003325","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3326","PkfHKeqerEf","Lubaga Division Field Survey Station 127","SG-KAMPA-127","","","9000000003326","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3327","mXj0B3vQvyy","Lubaga Division Field Survey Station 128","SG-KAMPA-128","","","9000000003327","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3328","mg8iri7wG2E","Lubaga Division Field Survey Station 129","SG-KAMPA-129","","","9000000003328","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3329","DGYQDJIkZO9","Lubaga Division Field Survey Station 130","SG-KAMPA-130","32.565773","0.278513","9000000003329","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3330","gUSF1XbocKN","Lubaga Division Field Survey Station 131","SG-KAMPA-131","","","9000000003330","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3331","zzWwA7Jj0RU","Lubaga Division Field Survey Station 132","SG-KAMPA-132","","","9000000003331","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3332","PxJDOCq7tYK","Lubaga Division Field Survey Station 133","SG-KAMPA-133","32.540096","0.319138","9000000003332","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3333","SIKJkeYijCX","Lubaga Division Field Survey Station 134","SG-KAMPA-134","","","9000000003333","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3334","ebEGSell6ND","Lubaga Division Field Survey Station 135","SG-KAMPA-135","","","9000000003334","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3335","tveIo3aztWc","Lubaga Division Field Survey Station 136","SG-KAMPA-136","","","9000000003335","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3336","kBh5SXXDeFJ","Lubaga Division Field Survey Station 137","SG-KAMPA-137","32.56015","0.279582","9000000003336","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3337","e9F9XvTFIrI","Lubaga Division Field Survey Station 138","SG-KAMPA-138","32.54522","0.33817","9000000003337","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Regional Operations Hub","PNFP","UOMB","Functional","Reporting"
"3338","SmM96g3qr78","Lubaga Division Field Survey Station 139","SG-KAMPA-139","","","9000000003338","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3339","gDRvHk0cXXa","Lubaga Division Field Survey Station 140","SG-KAMPA-140","","","9000000003339","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3340","DuStC8e98ns","Lubaga Division Field Survey Station 141","SG-KAMPA-141","32.553124","0.325253","9000000003340","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3341","peOOgKXi5Qe","Lubaga Division Field Survey Station 142","SG-KAMPA-142","","","9000000003341","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3342","GwgIBKPhzFt","Lubaga Division Field Survey Station 143","SG-KAMPA-143","32.535935","0.29843","9000000003342","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3343","a6b9OQh6Y8L","Lubaga Division Field Survey Station 144","SG-KAMPA-144","32.521524","0.314146","9000000003343","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3344","S2fS0RWKKVu","Lubaga Division Field Survey Station 145","SG-KAMPA-145","","","9000000003344","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3345","uySyeC1smNP","Lubaga Division Field Survey Station 146","SG-KAMPA-146","32.561576","0.326126","9000000003345","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3346","XP0BoCrvZxl","Lubaga Division Field Survey Station 147","SG-KAMPA-147","","","9000000003346","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3347","iIZ0mhBKJX5","Lubaga Division Field Survey Station 148","SG-KAMPA-148","32.547147","0.280328","9000000003347","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3348","VUMNcrrgGUz","Lubaga Division Field Survey Station 149","SG-KAMPA-149","","","9000000003348","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3349","JYvv0OJHsE1","Lubaga Division Field Survey Station 150","SG-KAMPA-150","","","9000000003349","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3350","E9VcqB2GYvk","Lubaga Division Field Survey Station 151","SG-KAMPA-151","32.557482","0.331401","9000000003350","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3351","fDyoHhn2XOc","Lubaga Division Field Survey Station 152","SG-KAMPA-152","","","9000000003351","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3352","O2ISli6TrDu","Lubaga Division Field Survey Station 153","SG-KAMPA-153","32.546765","0.339268","9000000003352","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Subcounty Field Station","PNFP","UPMB","Functional","Reporting"
"3353","jT3WWtqGRsP","Lubaga Division Field Survey Station 154","SG-KAMPA-154","","","9000000003353","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3354","zmtsO4hfzOi","Lubaga Division Field Survey Station 155","SG-KAMPA-155","32.555466","0.343472","9000000003354","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Subcounty Field Station","PFP","Private Authority","Non-Functional","Non-Reporting"
"3355","JP9lxuDjeey","Lubaga Division Field Survey Station 156","SG-KAMPA-156","","","9000000003355","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PNFP","Private Authority","Non-Functional","Non-Reporting"
"3356","XjdQMdsbC7E","Lubaga Division Field Survey Station 157","SG-KAMPA-157","","","9000000003356","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3357","mtuYntuPeLF","Lubaga Division Field Survey Station 158","SG-KAMPA-158","","","9000000003357","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3358","bE0GS2DL21m","Lubaga Division Field Survey Station 159","SG-KAMPA-159","","","9000000003358","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3359","OSleC23iW7B","Lubaga Division Field Survey Station 160","SG-KAMPA-160","","","9000000003359","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3360","EoAp4kVbeTj","Lubaga Division Field Survey Station 161","SG-KAMPA-161","32.555074","0.299468","9000000003360","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3361","WWlY7qs18QI","Lubaga Division Field Survey Station 162","SG-KAMPA-162","32.563402","0.327219","9000000003361","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3362","NLYhYHt7zmb","Lubaga Division Field Survey Station 163","SG-KAMPA-163","","","9000000003362","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3363","WPSYy1bDfIb","Lubaga Division Field Survey Station 164","SG-KAMPA-164","32.562265","0.30735","9000000003363","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Subcounty Field Station","PFP","Private Authority","Functional","Reporting"
"3364","lBHVowy9gn1","Lubaga Division Field Survey Station 165","SG-KAMPA-165","32.552717","0.327072","9000000003364","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PNFP","UPMB","Functional","Reporting"
"3365","v2D7MOcsVge","Lubaga Division Field Survey Station 166","SG-KAMPA-166","32.55577","0.335259","9000000003365","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3366","A6ymxlGAArq","Lubaga Division Field Survey Station 167","SG-KAMPA-167","","","9000000003366","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3367","PFSwjAJZIaq","Lubaga Division Field Survey Station 168","SG-KAMPA-168","","","9000000003367","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3368","wepUthscBkh","Lubaga Division Field Survey Station 169","SG-KAMPA-169","32.553697","0.3407","9000000003368","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","District Coordination Hub","GOV","Local Government","Functional","Reporting"
"3369","zr5cvuTC2oB","Lubaga Division Field Survey Station 170","SG-KAMPA-170","","","9000000003369","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3370","m5WWZQFunt2","Lubaga Division Field Survey Station 171","SG-KAMPA-171","","","9000000003370","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3371","XGogRMc96SC","Lubaga Division Field Survey Station 172","SG-KAMPA-172","","","9000000003371","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3372","kUt13kAkDOM","Lubaga Division Field Survey Station 173","SG-KAMPA-173","","","9000000003372","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3373","OdUyD5qm3qW","Lubaga Division Field Survey Station 174","SG-KAMPA-174","32.573136","0.281459","9000000003373","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3374","sNksBKVL12G","Lubaga Division Field Survey Station 175","SG-KAMPA-175","32.550343","0.329528","9000000003374","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3375","dJOVTBJZdxB","Lubaga Division Field Survey Station 176","SG-KAMPA-176","","","9000000003375","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3376","ugIH9LpLCT7","Lubaga Division Field Survey Station 177","SG-KAMPA-177","","","9000000003376","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3377","N94wrsTZYaA","Lubaga Division Field Survey Station 178","SG-KAMPA-178","32.525492","0.317838","9000000003377","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3378","auBbIemzi2h","Lubaga Division Field Survey Station 179","SG-KAMPA-179","32.527888","0.302594","9000000003378","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3379","sLOvwpCrdh2","Lubaga Division Field Survey Station 180","SG-KAMPA-180","32.547134","0.281374","9000000003379","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Subcounty Field Station","GOV","Local Government","Functional","Reporting"
"3380","oYg6OsZ6wxS","Lubaga Division Field Survey Station 181","SG-KAMPA-181","32.545855","0.284968","9000000003380","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3381","qiQ6hnYsOrx","Lubaga Division Field Survey Station 182","SG-KAMPA-182","","","9000000003381","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3382","bKfoGEI8IlI","Lubaga Division Field Survey Station 183","SG-KAMPA-183","","","9000000003382","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3383","pP17hGzVU5s","Lubaga Division Field Survey Station 184","SG-KAMPA-184","32.556384","0.308346","9000000003383","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3384","BPwy1RPhHif","Lubaga Division Field Survey Station 185","SG-KAMPA-185","","","9000000003384","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3385","WsRSsN5qOLc","Lubaga Division Field Survey Station 186","SG-KAMPA-186","","","9000000003385","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3386","KdgzndFsQHP","Lubaga Division Field Survey Station 187","SG-KAMPA-187","","","9000000003386","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3387","JNjEcYxP6y6","Lubaga Division Field Survey Station 188","SG-KAMPA-188","32.526312","0.3148","9000000003387","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3388","kyjdLGJVnas","Lubaga Division Field Survey Station 189","SG-KAMPA-189","","","9000000003388","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3389","FpjUe7xx4uZ","Lubaga Division Field Survey Station 190","SG-KAMPA-190","","","9000000003389","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3390","PQ7FGuRLFxV","Lubaga Division Field Survey Station 191","SG-KAMPA-191","32.552608","0.332894","9000000003390","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3391","H5GxMwCyqIg","Lubaga Division Field Survey Station 192","SG-KAMPA-192","","","9000000003391","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3392","juZUZaOGaW6","Lubaga Division Field Survey Station 193","SG-KAMPA-193","","","9000000003392","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3393","BMnu1Llu5Uv","Lubaga Division Field Survey Station 194","SG-KAMPA-194","","","9000000003393","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3394","ZP5rDXzdob4","Lubaga Division Field Survey Station 195","SG-KAMPA-195","","","9000000003394","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3395","EFl4A7NSOoK","Lubaga Division Field Survey Station 196","SG-KAMPA-196","","","9000000003395","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3396","DC6T8clWX7G","Lubaga Division Field Survey Station 197","SG-KAMPA-197","","","9000000003396","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3397","KM8jCDa1qLw","Lubaga Division Field Survey Station 198","SG-KAMPA-198","","","9000000003397","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3398","R0o09ipn1rj","Lubaga Division Field Survey Station 199","SG-KAMPA-199","32.546716","0.275106","9000000003398","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3399","Qr3jHz4iqjL","Lubaga Division Field Survey Station 200","SG-KAMPA-200","32.557126","0.30956","9000000003399","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3400","PfdZ6TtogiL","Lubaga Division Field Survey Station 201","SG-KAMPA-201","","","9000000003400","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3401","HRQSgLU1WAz","Lubaga Division Field Survey Station 202","SG-KAMPA-202","","","9000000003401","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3402","h310oOepWYT","Lubaga Division Field Survey Station 203","SG-KAMPA-203","32.555193","0.284786","9000000003402","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3403","laK3lxiFM89","Lubaga Division Field Survey Station 204","SG-KAMPA-204","","","9000000003403","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3404","dgmy0Fjx1KZ","Lubaga Division Field Survey Station 205","SG-KAMPA-205","32.551622","0.30797","9000000003404","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Regional Operations Hub","PNFP","UCMB","Functional","Reporting"
"3405","TCQjCHoimX3","Lubaga Division Field Survey Station 206","SG-KAMPA-206","32.54132","0.309555","9000000003405","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3406","HFtOI98LEbW","Lubaga Division Field Survey Station 207","SG-KAMPA-207","32.54264","0.315491","9000000003406","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3407","XVuXnHVdeq2","Lubaga Division Field Survey Station 208","SG-KAMPA-208","","","9000000003407","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3408","Z502YB3cQVF","Lubaga Division Field Survey Station 209","SG-KAMPA-209","","","9000000003408","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3409","azlSxiFXDEP","Lubaga Division Field Survey Station 210","SG-KAMPA-210","32.54366","0.336656","9000000003409","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3410","HOI6L1dlz6k","Lubaga Division Field Survey Station 211","SG-KAMPA-211","","","9000000003410","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3411","ZqdepORXR8S","Lubaga Division Field Survey Station 212","SG-KAMPA-212","","","9000000003411","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3412","Cs1HUNemXUd","Lubaga Division Field Survey Station 213","SG-KAMPA-213","","","9000000003412","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3413","V2d2qoBtsAU","Lubaga Division Field Survey Station 214","SG-KAMPA-214","","","9000000003413","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3414","jqU2WEwwCZm","Lubaga Division Field Survey Station 215","SG-KAMPA-215","32.540306","0.293818","9000000003414","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3415","tGo7YRaHpCN","Lubaga Division Field Survey Station 216","SG-KAMPA-216","32.562925","0.284754","9000000003415","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Functional","Reporting"
"3416","F0ZgUpuTSYf","Lubaga Division Field Survey Station 217","SG-KAMPA-217","","","9000000003416","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3417","tCshx31gQgW","Lubaga Division Field Survey Station 218","SG-KAMPA-218","32.556051","0.334015","9000000003417","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3418","y395nQqLYeV","Lubaga Division Field Survey Station 219","SG-KAMPA-219","32.553843","0.341882","9000000003418","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3419","yso7C4zIc9Y","Lubaga Division Field Survey Station 220","SG-KAMPA-220","","","9000000003419","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3420","t7PPthb8TTS","Lubaga Division Field Survey Station 221","SG-KAMPA-221","","","9000000003420","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3421","qwwYCCkUFIP","Lubaga Division Field Survey Station 222","SG-KAMPA-222","","","9000000003421","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
"3422","Hu2L5nDrtEa","Lubaga Division Field Survey Station 223","SG-KAMPA-223","","","9000000003422","oweSpFBNbmi","Lubaga Division","aXmBzv61LbM","Kampala District","Kampala","Community Enumeration Point","PFP","Private Authority","Non-Functional","Non-Reporting"
